name,text,pseudo_gloss
train/24September_2010_Friday_tagesschau-204,über mitteleuropa liegt eine umfangreiche tiefdruckzone die vor allem dem osten und süden deutschlands zum teil ergiebige regenfälle bringt,Mitteleuropa liegen umfangreich tiefdruckzone der alle Osten Süden Deutschland Teil ergiebig regenfälle bringen
train/24September_2010_Friday_tagesschau-205,die hochs westlich und östlich davon haben auf unser wetter kaum noch einfluss,hochs westlich östlich davon haben Wetter kaum noch
train/24September_2010_Friday_tagesschau-206,heute nacht sind anfangs noch einige kräftige schauer und gewitter unterwegs im süden und südosten setzt teilweise ergiebiger dauerregen ein,heute Nacht anfangs noch kräftig Schauer Gewitter unterwegs Süden Südosten setzen teilweise ergiebig Dauerregen ein
train/24September_2010_Friday_tagesschau-207,richtung nordwesten reißt die wolkendecke auch mal auf,richtung Nordwesten reißen Wolkendecke auch mal
train/24September_2010_Friday_tagesschau-208,auch morgen im westen und nordwesten immer wieder wolkenlücken und einzelne schauer im süden später auch im osten fällt verbreitet teilweise länger anhaltender und kräftiger regen,auch morgen Westen Nordwesten immer wieder wolkenlücken einzeln Schauer Süden spät auch Osten fallen verbreiten teilweise lang anhaltend kräftig Regen
train/24September_2010_Friday_tagesschau-209,zu beginn der nacht sind bei schauern und gewittern starke bis stürmische böen möglich,Beginn Nacht Schauer Gewittern stark stürmisch böen möglich
train/24September_2010_Friday_tagesschau-210,morgen schwacher bis mäßiger wind aus west bis nordwest,morgen schwach mäßig Wind West Nordwest
train/24September_2010_Friday_tagesschau-211,am alpenrand heute nacht sieben im nordosten noch bis dreizehn grad,alpenrand heute Nacht sieben Nordosten noch dreizehn
train/24September_2010_Friday_tagesschau-212,dort morgen immerhin noch milde zwanzig sonst zehn bis siebzehn grad,dort morgen immerhin noch mild zwanzig sonst zehn siebzehn Grad
train/24September_2010_Friday_tagesschau-213,am sonntag im westen und süden neben einzelnen schauern auch etwas sonnenschein,Sonntag Westen Süden einzeln Schauer auch Sonnenschein
train/24September_2010_Friday_tagesschau-214,sonst viele wolken und gebietsweise ergiebiger regen,sonst Wolke Gebietsweise ergiebig Regen
train/24September_2010_Friday_tagesschau-215,auch in der neuen woche unbeständig und noch kühler,auch neu Woche unbeständig noch kühl
train/24September_2010_Friday_tagesschau-216,im osten wird es windig,Osten es windig
train/24November_2011_Thursday_heute-217,guten abend liebe zuschauer,gut abend lieb Zuschauer
train/24November_2011_Thursday_heute-218,morgen wird es wohl sonniger werden und die nebelfelder wie hier im allgäu werden sich so ein bisschen zurückziehen letztendlich,morgen es wohl sonnig Nebelfelder hier allgäu sich so bisschen zurückziehen
train/24November_2011_Thursday_heute-219,aber wir erwarten auch regen den vor allem für norddeutschland da zieht heute nacht von westen her ein regenband auf wird uns aber erst morgen nachmittag im nordwesten erreichen,wir erwarten auch Regen der alle Norddeutschland da ziehen heute Nacht Westen her Regenband uns aber erst morgen nachmittag Nordwesten erreichen
train/24November_2011_Thursday_heute-220,davor nochmal viel sonnenschein weniger nebelfelder das ist die gute nachricht,davor nochmal Sonnenschein nebelfelder der gut Nachricht
train/24November_2011_Thursday_heute-221,heute nacht allerdings im süden noch keine entwarnung dicker nebel weiterhin sichtweiten hundert oder nur fünfzig meter,heute nachen allerdings Süden noch Entwarnung dick Nebel weiterhin sichtweiten hundert nur fünfzig Meter
train/24November_2011_Thursday_heute-225,im süden deutlich kühler nur am alpenrand mit sonne zehn sonst im nebel frostig und diese nebelfelder naja sie schrumpfen ein bisschen und halten sich wahrscheinlich noch im östlichen bayern an der donau auf auch noch südlich der donau,Süden deutlich kühl nur alpenrand Sonne zehn sonst Nebel frostig nebelfelder naja sie schrumpfen bisschen halten sich wahrscheinlich noch östlich Bayern Donau auch noch südlich Donau
train/24November_2011_Thursday_heute-226,sonst aber viel sonnenschein morgen den es gibt bevor der regen dann aufzieht an der nordsee das ist am nachmittag der fall und dann wird auch der wind wieder kräftiger,sonst aber Sonnenschein morgen der es geben Regen dann aufziehen Nordsee der Nachmittag Fall dann auch Wind wieder kräftig
train/24November_2011_Thursday_heute-227,samstag dann wieder weniger wind es ist trocken aber sonntag da fegen dann sturm und orkanböen durch norddeutschland wahrscheinlich auch durch die weihnachtsmärkte im süden dagegen schönes wetter mit sonnenschein,Samstag dann wieder weniger Wind es trocken Sonntag da fege dann Sturm orkanböen Norddeutschland wahrscheinlich auch weihnachtsmärkte Süden dagegen schön Wetter Sonnenschein
train/24November_2011_Thursday_heute-228,ihnen einen schönen abend und machen sie es gut,ihnen schön abend machen sie es gut
train/19October_2009_Monday_tagesschau-230,das meist trockene und verbreitet freundliche herbstwetter setzt sich morgen bei uns fort,meist trocken verbreiten freundlich Herbstwetter setzen sich morgen uns fort
train/19October_2009_Monday_tagesschau-231,verantwortlich dafür ist das hoch über dem osten europas,verantwortlich dafür der hoch Osten europas
train/19October_2009_Monday_tagesschau-232,gleichzeitig gelangt von südwesten mildere luft nach deutschland die temperaturen steigen leicht an,gleichzeitig gelangen Südwesten mild Luft Deutschland temperaturen steigen leicht
train/19October_2009_Monday_tagesschau-235,morgen hält sich im osten und süden teilweise zäher nebel oder hochnebel,morgen halten sich Osten Süden teilweise zäh Nebel Hochnebel
train/19October_2009_Monday_tagesschau-236,im übrigen land setzt sich die sonne durch später wird es ganz im osten sowie im äußersten westen etwas wolkiger,übrig Land setzen sich Sonne spät es ganz Osten äußerer Westen wolkig
train/19October_2009_Monday_tagesschau-238,heute nacht kühlt es ab auf werte zwischen plus fünf grad an der nordsee und minus sieben im allgäu,heute Nacht kühlen es werte fünf Grad Nordsee minus sieben allgäu
train/19October_2009_Monday_tagesschau-239,morgen reichen die höchsttemperaturen von sieben grad im vogtland bis vierzehn grad im breisgau,morgen reichen höchsttemperaturen sieben Grad Vogtland vierzehn Grad Breisgau
train/19October_2009_Monday_tagesschau-240,die aussichten am mittwoch hält das freundliche wetter verbreitet an nur im westen kann es etwas regnen,Aussicht Mittwoch halten freundlich Wetter verbreiten nur Westen es etwas regnen
train/19October_2009_Monday_tagesschau-241,am donnerstag nehmen die wolken zu regen fällt im süden und westen,Donnerstag nehmen Wolke Regen fallen Süden Westen
train/19October_2009_Monday_tagesschau-242,der freitag wird dann überall recht wechselhaft,Freitag dann überall recht wechselhaft
train/12July_2010_Monday_heute-243,guten abend liebe zuschauer,gut abend lieb Zuschauer
train/12July_2010_Monday_heute-245,ja heute nachmittag sind schon diese heftigen gewitter sie sehen es hier an diesen starken regenechos nach norden weitergezogen und haben dann unwetter schon über schleswig holstein gebracht,heute nachmittag schon heftig Gewitter sie sehen es hier stark Regenechos Norden weiterziehen dann Unwetter schon schleswig holstein bringen
train/12July_2010_Monday_heute-246,jetzt aber geht es weiter in der mitte von deutschland heftige gewitter die sich aufbauen und dabei auch noch neue gewitter jetzt die alpen verlassen,jetzt aber gehen es weiter Mitte Deutschland heftig Gewitter der sich aufbauen dabei auch noch neu Gewitter jetzt alpen verlassen
train/12July_2010_Monday_heute-247,dreißig grad haben wir zur zeit noch südlich von berlin zweiundzwanzig grad in köln das ist der temperaturunterschied,dreißig Grad haben wir Zeit noch südlich Berlin zweiundzwanzig Grad Köln der Temperaturunterschied
train/12July_2010_Monday_heute-248,und diese trockene luft die kommt langsam nach osten voran,trocken Luft der kommen langsam Osten
train/12July_2010_Monday_heute-249,heute nacht nur zögernd da haben wir noch die heftigen gewitter die weiter nach norden ziehen sich dann abschwächen in der zweiten nachthälfte,heute Nacht nur zögernd da haben wir noch heftig Gewitter der weiter Norden ziehen sich dann abschwächen zweiter Nachthälfte
train/12July_2010_Monday_heute-250,im westen beruhigt sich später das ganze und wir haben wahrscheinlich jetzt in den nächsten stunden auch noch ein paar gewitter oben an der nordseeküste zu erwarten,Westen beruhigen sich spät ganz wir wahrscheinlich jetzt nächster Stunde auch noch Gewitter oben Nordseeküste erwarten
train/12July_2010_Monday_heute-251,morgen dann immer noch regen im osten und auch vielleicht einzelne gewitter,morgen dann immer noch Regen Osten auch vielleicht einzeln Gewitter
train/12July_2010_Monday_heute-252,am vormittag aber im westen ist eine richtig wunderbare luft schon da,Vormittag Westen richtig wunderbar Luft schon da
train/12July_2010_Monday_heute-253,also sonne und wolken wechseln sich ab die luft ist trockener da regnet es auch nicht mehr,also Sonne Wolke wechseln sich Luft trocken da regnen es auch mehr
train/12July_2010_Monday_heute-254,und am nachmittag haben wir chancen dass diese luft langsam auch berlin erreicht,Nachmittag wir chancen Luft langsam auch Berlin erreichen
train/12July_2010_Monday_heute-255,es gibt dann nur noch vereinzelt am nachmittag mal irgendwo im osten schauer oder gewitter auch am alpenrand,es geben dann nur noch vereinzelt Nachmittag mal irgendwo Osten Schauer Gewitter auch alpenrand
train/12July_2010_Monday_heute-256,und es ist ein bisschen kühler es ist erträglicher es sind fünfundzwanzig bis dreißig grad noch an nord und ostsee naja da haben luft und wasser dieselbe temperatur zwanzig bis zweiundzwanzig grad,es bisschen kühl es erträglich es fünfundzwanzig dreißig Grad noch Nord Ostsee Naja da haben Luft Wasser Temperatur zwanzig zweiundzwanzig grad
train/12July_2010_Monday_heute-257,aber dann geht ja schon wieder los mit der hitze am mittwoch schon wieder bis zu sechsunddreißig grad,dann gehen ja schon wieder los Hitze Mittwoch schon wieder bis zu sechsunddreißig grad
train/12July_2010_Monday_heute-258,auch am donnerstag und am freitag sonnig heiß und ab und zu mal regenschauer oder gewitter,auch Donnerstag Freitag sonnig heiß zu mal Regenschauer Gewitter
train/12July_2010_Monday_heute-259,ihnen noch einen schönen abend und machen sie es gut,ihnen noch schön abend machen sie es gut
train/21August_2011_Sunday_tagesschau-260,und nun die wettervorhersage für morgen montag den zweiundzwanzigsten august,nun Wettervorhersage morgen montag zweiundzwanzigster August
train/21August_2011_Sunday_tagesschau-261,morgen gibt es drei wetterzonen in deutschland,morgen geben es drei wetterzonen Deutschland
train/21August_2011_Sunday_tagesschau-262,dem süden beschert ein balkanhoch verbreitet sonne der norden gerät unter den einfluss eines hochs über england und der mitte bringen tiefs über schweden und frankreich schauerwolken,Süden bescheren Balkanhoch verbreiten Sonne Norden geraten einfluss hochs England Mitte bringen tief Schweden Frankreich Schauerwolken
train/21August_2011_Sunday_tagesschau-266,im norden meist freundlich und auch im süden scheint die sonne,norden meist freundlich auch Süden scheinen Sonne
train/21August_2011_Sunday_tagesschau-267,vereinzelt sind dort hitzegewitter möglich,vereinzelt dort hitzegewitter möglich
train/21August_2011_Sunday_tagesschau-268,von gewitterböen abgesehen weht der wind morgen schwach bis mäßig an der ostsee auch frisch,Gewitterbö absehen wehen Wind morgen schwach mäßig Ostsee auch frisch
train/21August_2011_Sunday_tagesschau-269,am oberrhein heute nacht bis einundzwanzig im emsland zwölf grad,Oberrhein heute Nacht einundzwanzig Emsland zwölf Grad
train/21August_2011_Sunday_tagesschau-270,morgen temperaturen von zwanzig grad an der see bis fünfunddreißig im breisgau,morgen temperaturen zwanzig Grad See fünfunddreißig Breisgau
train/21August_2011_Sunday_tagesschau-271,am dienstag im norden und westen zeitweise dichte wolken mit schauern und gewittern,Dienstag Norden Westen zeitweise dicht Wolke Schauer Gewittern
train/21August_2011_Sunday_tagesschau-272,im osten und süden meist freundlich vereinzelt hitzegewitter lokal sind unwetter möglich,Osten Süden meist freundlich vereinzelt Hitzegewitter lokal Unwetter möglich
train/21August_2011_Sunday_tagesschau-273,am mittwoch nimmt die gewitter und unwettergefahr überall zu,Mittwoch nehmen Gewitter Unwettergefahr überall
train/21August_2011_Sunday_tagesschau-274,ähnliches wetter auch am donnerstag,ähnlich Wetter auch Donnerstag
train/22November_2010_Monday_heute-275,liebe zuschauer guten abend,lieb Zuschauer gut abend
train/22November_2010_Monday_heute-276,die kommende woche wird winterlich von tag zu tag ein bisschen mehr,kommend Woche winterlich Tag Tag bisschen mehr
train/22November_2010_Monday_heute-277,da kann sich die kaltluft aus dem norden weiter nach mittel und auch nach westeuropa vorarbeiten,da sich kaltluft Norden weiter Mittel auch Westeuropa vorarbeiten
train/22November_2010_Monday_heute-278,schon heute nacht haben wir es mit schnee und mit regen zu tun im nordosten noch regen nach süden hin zum teil auch schnee dabei die schneefallgrenze sinkt auf rund dreihundert meter in der nacht,schon heute Nacht wir es Schnee regen tun Nordosten noch Regen Süden hin Teil auch Schnee dabei Schneefallgrenze sinken rund dreihundert Meter Nacht
train/22November_2010_Monday_heute-280,morgen stürmischer wind an den küsten,morgen stürmisch Wind küsten
train/22November_2010_Monday_heute-281,im nordosten zum teil noch regen,Nordosten Teil noch Regen
train/22November_2010_Monday_heute-282,zum abend kann aber auch dort schnee dabei sein im nordwesten mal ab und zu ein paar sonnenstrahlen sonst gibt es immer wieder mal schnee oder auch regenschauer,Abend aber auch dort Schnee dabei Nordwesten mal ab zu Sonnenstrahle sonst geben es immer wieder mal Schnee auch Regenschauer
train/22November_2010_Monday_heute-284,die höchsttemperaturen nur ein bis sechs grad und die nächsten tage werden noch kälter,höchsttemperaturen nur ein sechs Grad nächster Tag noch kalt
